N,P,K,temperature,humidity,ph,rainfall
0.7853514734303315,0.8475889585490238,-0.7672920945361879,-2.0959962263911978,0.1433550919912475,0.9372754799443346,-1.1910548439493605
0.05144164276081677,-0.38244275521316456,-0.6133924967820551,0.5510351544439702,-0.3637685268908712,1.3143162721658832,0.5084864925513292
-0.8455592613908124,-0.7061353114663721,-0.3671531403754427,0.41679321242064926,-1.2460925949355754,0.12840473456794824,0.23156570843330992
1.6823523775819607,0.2002038460426089,-0.7672920945361879,-1.4501976284424158,0.3626027407584442,0.30645708283086903,-1.230572200053591
-0.6009226511676408,-1.2887819127221456,-0.5826125772312286,0.557775335633426,-0.467037143938124,1.0805824957733985,0.404349161795078
0.7038059366892744,-0.835612333967655,-0.2748133817229631,-1.7128232025643872,-1.3178095130300416,1.5614610029415443,0.6892128061628178
0.9484425469124459,0.3296808685438919,-0.7672920945361879,-0.7462393494292411,-0.18947616853136293,-1.4394305045839437,-1.219426807297285
1.1523063887650888,-0.965089356468938,-0.551832657680402,-0.2493613618038668,-0.36779441132698343,0.0383597551380571,-1.1282729606631634
-0.7232409562792266,-0.7708738227170135,-0.7365121749853614,0.638938350789785,-0.4609515046742335,1.8392593437358902,0.3774387189700326
-0.7232409562792266,-1.0945663789702211,-0.6441724163328817,2.140313710740993,-0.9915256232660566,-0.5536380883478269,-0.055868397316498244
-0.6009226511676408,-0.05875019895995708,-0.18247362307048343,-0.588617148339793,-0.9303883549688159,0.5556394242033916,-0.324983591897347
-0.030103893980240427,-1.0298278677195796,-0.5826125772312286,0.8841124415562283,0.17925774588706692,0.07667676766141446,0.37730144825748224
1.1930791571356176,0.07072682354132591,-0.7980720140870144,-1.0889986512549488,-0.3012784237940246,-0.9378814137108186,-1.1202865158855746
-0.3562860409444692,-0.12348871021059858,-0.18247362307048343,-0.7433604748143744,0.4092949100621341,-1.0345165955159725,-1.0437599586363984
-0.030103893980240427,0.005988312290684412,1.3257424349200175,0.631074806068754,0.974042233751189,-0.6494306196562221,0.9024345964923274
0.09221441113134538,0.3944193797945334,1.9413408259365486,0.6063608083740837,1.4003178578818698,-0.8122779228804942,1.8725267220848794
0.37762378972504557,-0.31770424396252306,1.5719817913266299,0.0033954328007131064,0.7306166631955623,-1.07283360803933,1.1101709414850252
1.1523063887650888,0.005988312290684412,-0.2748133817229631,-1.883574459363926,0.3605161707315641,0.6131149429884293,0.08480716722150836
-0.5601498827971122,-1.0298278677195796,-0.7672920945361879,0.054508473487416734,-0.130267229596358,0.2912520377922204,0.42397079894196527
0.8261242418008602,-0.965089356468938,-0.1516937035196569,-1.2488740640235352,-0.6580325916048468,1.0729190932687278,-1.167303599931615
-0.3970588093149978,-0.9003508452182966,-0.6133924967820551,0.2803045433341757,-0.5397839394464788,-1.1322249774505362,-0.1541111621808863
0.09221441113134538,-1.1593048902208625,-0.4287129794770958,0.20447750495280173,-0.07053433959078503,-1.0517592511514828,0.38280842625508615
-0.9678775665023982,0.2649423572932504,-0.6441724163328817,0.14830932837400532,-0.04151052156299849,-0.049769373665667194,0.1686768810071064
-0.7232409562792266,-0.31770424396252306,-0.24403346217213653,0.09663460592151404,0.42689645131769505,-0.25668124129180064,0.31404387401521255
-1.0494231032434553,0.005988312290684412,-0.49027281857874894,0.8282251058603272,-0.3626450242575375,0.3199897971847384,0.6425273059827408
